        0	2018-10-09 16:17:09	1	0	0	0
        0	2018-10-09 16:17:36	1	0	0	0
      297	2018-10-09 16:25:50	1	1	0	0
      643	2018-10-09 17:00:00	1	1	0	0
      485	2018-10-09 17:03:01	1	1	0	0
        0	2018-10-09 17:12:27	1	0	0	0
        0	2018-10-09 17:12:32	1	0	0	0
      636	2018-10-09 17:15:16	1	1	0	0
      526	2018-10-09 17:20:03	1	1	0	0
      485	2018-10-09 17:21:07	1	1	0	0
      270	2018-10-09 17:22:47	1	1	0	0
       41	2018-10-09 17:25:57	1	1	0	0
      276	2018-10-09 17:27:14	1	1	0	0
      622	2018-10-09 17:29:39	1	1	0	0
      271	2018-10-09 17:32:46	1	1	0	0
       46	2018-10-09 17:38:26	1	1	0	0
      708	2018-10-09 17:44:10	1	1	0	0
      518	2018-10-09 17:48:39	1	1	0	0
      533	2018-10-09 17:55:43	1	1	0	0
      604	2018-10-09 18:02:56	1	1	0	0
      518	2018-10-09 18:03:00	1	1	0	0
      633	2018-10-09 18:05:39	1	1	0	0
      209	2018-10-09 18:05:45	1	1	0	0
      706	2018-10-09 18:05:51	1	1	0	0
      707	2018-10-09 18:05:58	1	1	0	0
      708	2018-10-09 18:06:06	1	1	0	0
      506	2018-10-09 18:19:07	1	1	0	0
      673	2018-10-09 18:29:10	1	1	0	0
       82	2018-10-09 18:29:22	1	1	0	0
      270	2018-10-09 18:29:46	1	1	0	0
      276	2018-10-09 18:29:50	1	1	0	0
       67	2018-10-09 18:29:55	1	1	0	0
      660	2018-10-09 18:30:02	1	1	0	0
      125	2018-10-09 18:30:19	1	1	0	0
      683	2018-10-09 18:30:59	1	1	0	0
      697	2018-10-09 18:31:07	1	1	0	0
      537	2018-10-09 18:31:29	1	1	0	0
        0	2018-10-09 18:31:38	1	0	0	0
      681	2018-10-09 18:31:46	1	1	0	0
      629	2018-10-09 18:32:10	1	1	0	0
      615	2018-10-09 18:32:39	1	1	0	0
      672	2018-10-09 18:32:46	1	1	0	0
      252	2018-10-09 18:32:51	1	1	0	0
      646	2018-10-09 18:33:09	1	1	0	0
      661	2018-10-09 18:33:22	1	1	0	0
       15	2018-10-09 18:33:27	1	1	0	0
      622	2018-10-09 18:33:32	1	1	0	0
      329	2018-10-09 18:33:39	1	1	0	0
      628	2018-10-09 18:33:43	1	1	0	0
      513	2018-10-09 18:33:51	1	1	0	0
       41	2018-10-09 18:34:01	1	1	0	0
      709	2018-10-09 18:34:33	1	1	0	0
      627	2018-10-09 18:34:42	1	1	0	0
      647	2018-10-09 18:34:51	1	1	0	0
      699	2018-10-09 18:34:58	1	1	0	0
      655	2018-10-09 18:35:04	1	1	0	0
      626	2018-10-09 18:35:11	1	1	0	0
      181	2018-10-09 18:35:34	1	1	0	0
      535	2018-10-09 18:37:03	1	1	0	0
      659	2018-10-09 18:37:59	1	1	0	0
      654	2018-10-09 18:38:12	1	1	0	0
        0	2018-10-09 18:38:41	1	0	0	0
        0	2018-10-09 18:38:58	1	0	0	0
        0	2018-10-09 18:39:04	1	0	0	0
       58	2018-10-09 18:39:23	1	1	0	0
      693	2018-10-09 18:40:06	1	1	0	0
       74	2018-10-09 18:40:20	1	1	0	0
      653	2018-10-09 18:41:18	1	1	0	0
       59	2018-10-09 18:42:10	1	1	0	0
      291	2018-10-09 18:47:12	1	1	0	0
      100	2018-10-09 18:52:54	1	1	0	0
      643	2018-10-09 19:02:53	1	1	0	0
      297	2018-10-09 19:03:20	1	1	0	0
        0	2018-10-09 19:27:00	1	0	0	0
        0	2018-10-09 19:27:04	1	0	0	0
        0	2018-10-09 19:27:08	1	0	0	0
        0	2018-10-09 19:27:20	1	0	0	0
        0	2018-10-09 19:27:23	1	0	0	0
        0	2018-10-09 19:27:27	1	0	0	0
      529	2018-10-09 19:52:16	1	1	0	0
      463	2018-10-09 19:59:04	1	1	0	0
       46	2018-10-09 20:03:06	1	1	0	0
        0	2018-10-10 05:59:39	1	0	0	0
        0	2018-10-10 06:01:07	1	0	0	0
      636	2018-10-10 06:34:17	1	1	0	0
        0	2018-10-10 06:48:44	1	0	0	0
        0	2018-10-10 06:48:49	1	0	0	0
        0	2018-10-10 07:27:14	1	0	0	0
        0	2018-10-10 07:27:18	1	0	0	0
        0	2018-10-10 07:39:30	1	0	0	0
        0	2018-10-10 07:39:35	1	0	0	0
        0	2018-10-10 07:39:50	1	0	0	0
        0	2018-10-10 07:39:54	1	0	0	0
        0	2018-10-10 07:40:36	1	0	0	0
        0	2018-10-10 07:40:44	1	0	0	0
        0	2018-10-10 07:41:07	1	0	0	0
        0	2018-10-10 07:41:43	1	0	0	0
        0	2018-10-10 07:41:50	1	0	0	0
      633	2018-10-10 07:42:39	1	0	0	0
      518	2018-10-10 07:42:57	1	0	0	0
        0	2018-10-10 07:44:27	1	0	0	0
      604	2018-10-10 07:44:50	1	0	0	0
        0	2018-10-10 07:45:14	1	0	0	0
        0	2018-10-10 07:45:18	1	0	0	0
        0	2018-10-10 07:46:59	1	0	0	0
      660	2018-10-10 07:47:52	1	0	0	0
        0	2018-10-10 07:48:18	1	0	0	0
        0	2018-10-10 07:48:39	1	0	0	0
       67	2018-10-10 07:49:43	1	0	0	0
        0	2018-10-10 07:50:27	1	0	0	0
        0	2018-10-10 07:50:48	1	0	0	0
      463	2018-10-10 07:51:15	1	0	0	0
      706	2018-10-10 07:53:07	1	0	0	0
      697	2018-10-10 07:53:16	1	0	0	0
      506	2018-10-10 07:53:46	1	0	0	0
      297	2018-10-10 07:56:05	1	0	0	0
      137	2018-10-10 07:56:15	1	0	0	0
      707	2018-10-10 07:57:25	1	0	0	0
      209	2018-10-10 07:58:34	1	0	0	0
        0	2018-10-10 07:58:39	1	0	0	0
      308	2018-10-10 08:00:39	1	0	0	0
      537	2018-10-10 08:00:50	1	0	0	0
      708	2018-10-10 08:01:03	1	0	0	0
      709	2018-10-10 08:01:11	1	0	0	0
      271	2018-10-10 08:01:15	1	0	0	0
      355	2018-10-10 08:04:26	1	0	0	0
       66	2018-10-10 08:05:50	1	0	0	0
      673	2018-10-10 08:05:55	1	0	0	0
       26	2018-10-10 08:07:07	1	0	0	0
      615	2018-10-10 08:07:23	1	0	0	0
      513	2018-10-10 08:07:31	1	0	0	0
        0	2018-10-10 08:07:39	1	0	0	0
      661	2018-10-10 08:07:43	1	0	0	0
      125	2018-10-10 08:07:55	1	0	0	0
      629	2018-10-10 08:08:07	1	0	0	0
      632	2018-10-10 08:09:12	1	0	0	0
      236	2018-10-10 08:10:20	1	0	0	0
        0	2018-10-10 08:10:33	1	0	0	0
      485	2018-10-10 08:10:37	1	0	0	0
      674	2018-10-10 08:11:44	1	0	0	0
      627	2018-10-10 08:11:55	1	0	0	0
      512	2018-10-10 08:12:51	1	0	0	0
      687	2018-10-10 08:14:04	1	0	0	0
       46	2018-10-10 08:14:20	1	0	0	0
      646	2018-10-10 08:14:24	1	0	0	0
      334	2018-10-10 08:15:57	1	0	0	0
      370	2018-10-10 08:16:59	1	0	0	0
      699	2018-10-10 08:17:05	1	0	0	0
        0	2018-10-10 08:17:11	1	0	0	0
      681	2018-10-10 08:17:14	1	0	0	0
      655	2018-10-10 08:17:19	1	0	0	0
      572	2018-10-10 08:18:22	1	0	0	0
        0	2018-10-10 08:19:53	1	0	0	0
      247	2018-10-10 08:19:59	1	0	0	0
      270	2018-10-10 08:20:05	1	0	0	0
        0	2018-10-10 08:20:14	1	0	0	0
      654	2018-10-10 08:20:15	1	0	0	0
      643	2018-10-10 08:20:25	1	0	0	0
       82	2018-10-10 08:20:31	1	0	0	0
      260	2018-10-10 08:21:38	1	0	0	0
      659	2018-10-10 08:21:46	1	0	0	0
       59	2018-10-10 08:22:09	1	0	0	0
      683	2018-10-10 08:22:16	1	0	0	0
      530	2018-10-10 08:24:31	1	0	0	0
      243	2018-10-10 08:25:23	1	0	0	0
      682	2018-10-10 08:26:20	1	0	0	0
      693	2018-10-10 08:26:39	1	0	0	0
        0	2018-10-10 08:26:44	1	0	0	0
        0	2018-10-10 08:26:48	1	0	0	0
        0	2018-10-10 08:26:51	1	0	0	0
        0	2018-10-10 08:26:56	1	0	0	0
      533	2018-10-10 08:27:00	1	0	0	0
       58	2018-10-10 08:27:05	1	0	0	0
      672	2018-10-10 08:27:08	1	0	0	0
      535	2018-10-10 08:27:13	1	0	0	0
       15	2018-10-10 08:27:21	1	0	0	0
      155	2018-10-10 08:28:08	1	0	0	0
      529	2018-10-10 08:28:19	1	0	0	0
      688	2018-10-10 08:29:05	1	0	0	0
      628	2018-10-10 08:29:16	1	0	0	0
      703	2018-10-10 08:30:17	1	0	0	0
      647	2018-10-10 08:30:27	1	0	0	0
      252	2018-10-10 08:30:33	1	0	0	0
      711	2018-10-10 08:31:26	1	0	0	0
       63	2018-10-10 08:32:19	1	0	0	0
      186	2018-10-10 08:33:36	1	0	0	0
      181	2018-10-10 08:33:44	1	0	0	0
      691	2018-10-10 08:35:04	1	0	0	0
      101	2018-10-10 08:36:09	1	0	0	0
      276	2018-10-10 08:36:20	1	0	0	0
      551	2018-10-10 08:37:07	1	0	0	0
       90	2018-10-10 08:37:58	1	0	0	0
      626	2018-10-10 08:38:06	1	0	0	0
      274	2018-10-10 08:39:07	1	0	0	0
      701	2018-10-10 08:40:08	1	0	0	0
      670	2018-10-10 08:40:58	1	0	0	0
      485	2018-10-10 08:41:03	1	0	0	0
      508	2018-10-10 08:42:05	1	0	0	0
      555	2018-10-10 08:43:09	1	0	0	0
       74	2018-10-10 08:43:20	1	0	0	0
       94	2018-10-10 08:44:18	1	0	0	0
      564	2018-10-10 08:45:30	1	0	0	0
       86	2018-10-10 08:46:28	1	0	0	0
      689	2018-10-10 08:47:22	1	0	0	0
       41	2018-10-10 08:47:35	1	0	0	0
